Cn,Ch,Zy,Py
09259,躟,ㄖㄤˇ,rǎng
09260,瀼,(二)ㄖㄤˋ,(二)ràng
09261,懹,ㄖㄤˋ,ràng
09262,讓,ㄖㄤˋ,ràng
09263,扔,(一)ㄖㄥ,(一)rēng
09264,仍,ㄖㄥˊ,réng
09265,扔,(三)ㄖㄥˊ,(三)réng
09266,礽,ㄖㄥˊ,réng
09267,陾,ㄖㄥˊ,réng
09268,扔,(二)（又音）ㄖㄥˇ,(二)（又音）rěng
09269,扔,(四)ㄖㄥˋ,(四)rèng
09270,如,ㄖㄨˊ,rú
09271,侞,ㄖㄨˊ,rú
09272,帤,ㄖㄨˊ,rú
09273,茹,(一)ㄖㄨˊ,(一)rú
09274,挐,(一)ㄖㄨˊ,(一)rú
09275,袽,ㄖㄨˊ,rú
09276,蒘,ㄖㄨˊ,rú
09277,銣,ㄖㄨˊ,rú
09278,鴽,ㄖㄨˊ,rú
09279,需,(二)ㄖㄨˊ,(二)rú
09280,儒,ㄖㄨˊ,rú
09281,濡,ㄖㄨˊ,rú
09282,嚅,ㄖㄨˊ,rú
09283,嬬,ㄖㄨˊ,rú
09284,孺,ㄖㄨˊ,rú
09285,薷,ㄖㄨˊ,rú
09286,臑,(一)ㄖㄨˊ,(一)rú
09287,襦,ㄖㄨˊ,rú
09288,蠕,(二)（又音）ㄖㄨˊ,(二)（又音）rú
09289,繻,(二)（又音）ㄖㄨˊ,(二)（又音）rú
09290,醹,ㄖㄨˊ,rú
09291,顬,ㄖㄨˊ,rú
09292,䰰,ㄖㄨˊ,rú
09293,入,(三)ㄖㄨˇ,(三)rǔ
09294,女,(三)ㄖㄨˇ,(三)rǔ
09295,汝,ㄖㄨˇ,rǔ
09296,乳,ㄖㄨˇ,rǔ
09297,辱,(二)（又音）ㄖㄨˇ,(二)（又音）rǔ
09298,入,(一)ㄖㄨˋ,(一)rù
09299,肉,(二)（又音）ㄖㄨˋ,(二)（又音）rù
09300,洳,ㄖㄨˋ,rù
09301,茹,(二)（又音）ㄖㄨˋ,(二)（又音）rù
09302,辱,(一)ㄖㄨˋ,(一)rù
09303,溽,ㄖㄨˋ,rù
09304,鄏,ㄖㄨˋ,rù
09305,蓐,ㄖㄨˋ,rù
09306,褥,ㄖㄨˋ,rù
09307,縟,ㄖㄨˋ,rù
09308,擩,ㄖㄨˋ,rù
09309,叒,ㄖㄨㄛˋ,ruò
09310,若,(一)ㄖㄨㄛˋ,(一)ruò
09311,偌,ㄖㄨㄛˋ,ruò
09312,渃,ㄖㄨㄛˋ,ruò
09312A,婼,(二)ㄖㄨㄛˋ,(二)ruò
09313,鄀,ㄖㄨㄛˋ,ruò
09314,弱,ㄖㄨㄛˋ,ruò
09315,蒻,ㄖㄨㄛˋ,ruò
09316,篛,ㄖㄨㄛˋ,ruò
09317,爇,(一)ㄖㄨㄛˋ,(一)ruò
09318,蕤,ㄖㄨㄟˊ,ruí
09319,緌,ㄖㄨㄟˊ,ruí
09320,桵,ㄖㄨㄟˇ,ruǐ
09321,橤,ㄖㄨㄟˇ,ruǐ
09322,蕊,ㄖㄨㄟˇ,ruǐ
09323,繠,ㄖㄨㄟˇ,ruǐ
09324,汭,ㄖㄨㄟˋ,ruì
09325,枘,ㄖㄨㄟˋ,ruì
09326,芮,ㄖㄨㄟˋ,ruì
09327,蚋,ㄖㄨㄟˋ,ruì
09328,蜹,ㄖㄨㄟˋ,ruì
09329,瑞,ㄖㄨㄟˋ,ruì
09330,睿,ㄖㄨㄟˋ,ruì
09331,叡,ㄖㄨㄟˋ,ruì
09332,銳,ㄖㄨㄟˋ,ruì
09333,堧,ㄖㄨㄢˊ,ruán
09334,撋,ㄖㄨㄢˊ,ruán
09335,阮,ㄖㄨㄢˇ,ruǎn
09336,耎,ㄖㄨㄢˇ,ruǎn
09337,蝡,ㄖㄨㄢˇ,ruǎn
09338,軟,ㄖㄨㄢˇ,ruǎn
09339,瓀,ㄖㄨㄢˇ,ruǎn
09340,蠕,(一)ㄖㄨㄢˇ,(一)ruǎn
09341,犉,ㄖㄨㄣˊ,rún
09342,閏,ㄖㄨㄣˋ,rùn
09343,潤,ㄖㄨㄣˋ,rùn
09344,戎,ㄖㄨㄥˊ,róng
09345,狨,ㄖㄨㄥˊ,róng
09346,茙,ㄖㄨㄥˊ,róng
09347,毧,ㄖㄨㄥˊ,róng
09348,羢,ㄖㄨㄥˊ,róng
09349,絨,ㄖㄨㄥˊ,róng
09350,肜,ㄖㄨㄥˊ,róng
09351,容,ㄖㄨㄥˊ,róng
09352,溶,ㄖㄨㄥˊ,róng
09353,熔,ㄖㄨㄥˊ,róng
09354,瑢,ㄖㄨㄥˊ,róng
09355,榕,ㄖㄨㄥˊ,róng
09356,蓉,ㄖㄨㄥˊ,róng
09357,鎔,ㄖㄨㄥˊ,róng
09358,鰫,ㄖㄨㄥˊ,róng
09359,茸,(一)ㄖㄨㄥˊ,(一)róng
09360,髶,ㄖㄨㄥˊ,róng
09361,頌,(二)ㄖㄨㄥˊ,(二)róng
09362,榮,ㄖㄨㄥˊ,róng
09363,嶸,(一)ㄖㄨㄥˊ,(一)róng
09364,蠑,ㄖㄨㄥˊ,róng
09365,融,ㄖㄨㄥˊ,róng
09366,冗,ㄖㄨㄥˇ,rǒng
09367,茸,(二)ㄖㄨㄥˇ,(二)rǒng
09368,氄,ㄖㄨㄥˇ,rǒng
09369,仔,(一)ㄗ,(一)zī
09370,孖,ㄗ,zī
09371,孜,ㄗ,zī
09372,次,(二)ㄗ,(二)zī
09373,咨,ㄗ,zī
09374,姿,ㄗ,zī
09375,恣,(二)（又音）ㄗ,(二)（又音）zī
09376,粢,ㄗ,zī
09377,資,ㄗ,zī
09378,趑,ㄗ,zī
09379,諮,ㄗ,zī
09381,甾,(一)ㄗ,(一)zī
09382,淄,ㄗ,zī
09383,椔,ㄗ,zī
09384,菑,(一)ㄗ,(一)zī
09385,緇,ㄗ,zī
09386,輜,ㄗ,zī
09387,錙,ㄗ,zī
09388,鯔,ㄗ,zī
09390,滋,ㄗ,zī
09391,孳,(一)ㄗ,(一)zī
09392,嗞,ㄗ,zī
09393,嵫,ㄗ,zī
09394,鎡,ㄗ,zī
09395,鄑,(二)（又音）ㄗ,(二)（又音）zī
09396,訾,(一)ㄗ,(一)zī
09397,貲,ㄗ,zī
09398,觜,(一)ㄗ,(一)zī
09399,髭,ㄗ,zī
09400,齜,ㄗ,zī
09401,齊,(四)ㄗ,(四)zī
09402,齍,ㄗ,zī
09403,鼒,ㄗ,zī
09404,子,(一)ㄗˇ,(一)zǐ
09405,仔,(三)ㄗˇ,(三)zǐ
09406,籽,ㄗˇ,zǐ
09407,耔,ㄗˇ,zǐ
09408,姊,(一)（讀音）ㄗˇ,(一)（讀音）zǐ
09409,胏,ㄗˇ,zǐ
09410,秭,ㄗˇ,zǐ
09411,笫,ㄗˇ,zǐ
09412,呰,ㄗˇ,zǐ
09413,茈,(一)ㄗˇ,(一)zǐ
09414,紫,ㄗˇ,zǐ
09415,訿,ㄗˇ,zǐ
09416,訾,(二)ㄗˇ,(二)zǐ
09417,梓,ㄗˇ,zǐ
09418,滓,ㄗˇ,zǐ
09419,字,ㄗˋ,zì
09420,牸,ㄗˋ,zì
09421,自,ㄗˋ,zì
09422,恣,(一)ㄗˋ,(一)zì
09423,剚,ㄗˋ,zì
09424,倳,ㄗˋ,zì
09425,眥,ㄗˋ,zì
09426,胔,ㄗˋ,zì
09427,孳,(二)ㄗˋ,(二)zì
09428,胾,ㄗˋ,zì
09429,漬,ㄗˋ,zì
09430,髊,(三)ㄗˋ,(三)zì
09431,子,(二)˙ㄗ,(二)zi
09432,匝,ㄗㄚ,zā
09433,咂,ㄗㄚ,zā
09434,紮,(二)ㄗㄚ,(二)zā
09435,唼,(一)ㄗㄚ,(一)zā
09436,臢,(二)（又音）ㄗㄚ,(二)（又音）zā
09437,拶,(一)ㄗㄚˊ,(一)zá
09438,咱,(二)ㄗㄚˊ,(二)zá
09439,砸,ㄗㄚˊ,zá
09440,偺,(二)ㄗㄚˊ,(二)zá
09441,喒,(二)ㄗㄚˊ,(二)zá
09442,嘁,(一)ㄗㄚˊ,(一)zá
09443,磼,ㄗㄚˊ,zá
09444,雜,ㄗㄚˊ,zá
09445,雥,ㄗㄚˊ,zá
09446,咋,(二)ㄗㄜˊ,(二)zé
09447,岝,ㄗㄜˊ,zé
09448,柞,(二)ㄗㄜˊ,(二)zé
09449,迮,(一)ㄗㄜˊ,(一)zé
09450,窄,(二)（讀音）ㄗㄜˊ,(二)（讀音）zé
09451,笮,(一)ㄗㄜˊ,(一)zé
09452,舴,ㄗㄜˊ,zé
09453,則,ㄗㄜˊ,zé
09454,萴,ㄗㄜˊ,zé
09455,鰂,ㄗㄜˊ,zé
09456,責,(一)ㄗㄜˊ,(一)zé
09457,嘖,ㄗㄜˊ,zé
09458,幘,ㄗㄜˊ,zé
09459,簀,ㄗㄜˊ,zé
09460,賾,ㄗㄜˊ,zé
09461,賊,(二)ㄗㄜˊ,(二)zé
09462,澤,ㄗㄜˊ,zé
09463,擇,(一)ㄗㄜˊ,(一)zé
09464,襗,(一)ㄗㄜˊ,(一)zé
09465,齰,ㄗㄜˊ,zé
09466,怎,(二)（又音）ㄗㄜˇ,(二)（又音）zě
09467,仄,ㄗㄜˋ,zè
09468,庂,ㄗㄜˋ,zè
09469,昃,ㄗㄜˋ,zè
09470,夨,ㄗㄜˋ,zè
09471,唶,(三)ㄗㄜˋ,(三)zè
09472,側,(二)（又音）ㄗㄜˋ,(二)（又音）zè
09473,崱,ㄗㄜˋ,zè
09474,災,ㄗㄞ,zāi
09475,甾,(二)ㄗㄞ,(二)zāi
09476,菑,(二)ㄗㄞ,(二)zāi
09477,哉,ㄗㄞ,zāi
09478,栽,ㄗㄞ,zāi
09479,仔,(二)ㄗㄞˇ,(二)zǎi
09480,宰,ㄗㄞˇ,zǎi
09481,崽,ㄗㄞˇ,zǎi
09482,載,(二)ㄗㄞˇ,(二)zǎi
09483,再,ㄗㄞˋ,zài
09484,在,ㄗㄞˋ,zài
09485,載,(一)ㄗㄞˋ,(一)zài
09486,饡,ㄗㄞˋ,zài
09487,賊,(一)ㄗㄟˊ,(一)zéi
09488,遭,ㄗㄠ,zāo
09489,糟,ㄗㄠ,zāo
09490,蹧,ㄗㄠ,zāo
09491,鑿,(二)（語音）ㄗㄠˊ,(二)（語音）záo
09492,早,ㄗㄠˇ,zǎo
09493,蚤,ㄗㄠˇ,zǎo
09494,棗,ㄗㄠˇ,zǎo
09495,澡,ㄗㄠˇ,zǎo
09496,璪,ㄗㄠˇ,zǎo
09497,繰,(一)ㄗㄠˇ,(一)zǎo
09498,藻,ㄗㄠˇ,zǎo
09499,灶,ㄗㄠˋ,zào
09500,皁,ㄗㄠˋ,zào
09501,皂,ㄗㄠˋ,zào
09502,唕,ㄗㄠˋ,zào
09503,造,(一)ㄗㄠˋ,(一)zào
09504,慥,(一)ㄗㄠˋ,(一)zào
09505,簉,(一)ㄗㄠˋ,(一)zào
09506,漕,(二)（又音）ㄗㄠˋ,(二)（又音）zào
09507,噪,ㄗㄠˋ,zào
09508,燥,(一)ㄗㄠˋ,(一)zào
09509,氉,ㄗㄠˋ,zào
09510,譟,ㄗㄠˋ,zào
09511,趮,ㄗㄠˋ,zào
09512,躁,ㄗㄠˋ,zào
09513,郰,ㄗㄡ,zōu
09514,掫,ㄗㄡ,zōu
09515,陬,ㄗㄡ,zōu
09516,棸,ㄗㄡ,zōu
09517,棷,ㄗㄡ,zōu
09518,菆,ㄗㄡ,zōu
09519,緅,ㄗㄡ,zōu
09520,諏,ㄗㄡ,zōu
09521,鄹,ㄗㄡ,zōu
09522,鯫,ㄗㄡ,zōu
09523,齱,ㄗㄡ,zōu
09524,鄒,ㄗㄡ,zōu
09525,謅,ㄗㄡ,zōu
09526,騶,ㄗㄡ,zōu
09527,齺,ㄗㄡ,zōu
09528,走,ㄗㄡˇ,zǒu
09529,奏,ㄗㄡˋ,zòu
09530,揍,ㄗㄡˋ,zòu
09531,驟,ㄗㄡˋ,zòu
09532,&91c9._104_0.gif;,ㄗㄢ,zān
09533,簪,(一)ㄗㄢ,(一)zān
09534,鐕,ㄗㄢ,zān
09535,篸,(二)ㄗㄢ,(二)zān
09536,咱,(一)ㄗㄢˊ,(一)zán
09537,偺,(一)ㄗㄢˊ,(一)zán
09538,喒,(一)ㄗㄢˊ,(一)zán
09539,糌,ㄗㄢˊ,zán
09540,拶,(二)ㄗㄢˇ,(二)zǎn
09541,昝,ㄗㄢˇ,zǎn
09542,寁,ㄗㄢˇ,zǎn
09543,噆,ㄗㄢˇ,zǎn
09544,儹,ㄗㄢˇ,zǎn
09545,攢,(一)ㄗㄢˇ,(一)zǎn
09546,趲,ㄗㄢˇ,zǎn
09547,&4c16_.png;,(二)ㄗㄢˇ,(二)zǎn
09548,暫,(二)（讀音）ㄗㄢˋ,(二)（讀音）zàn
09549,蹔,(二)（讀音）ㄗㄢˋ,(二)（讀音）zàn
09550,鏨,ㄗㄢˋ,zàn
09551,篸,(三)ㄗㄢˋ,(三)zàn
09552,贊,ㄗㄢˋ,zàn
09553,囋,ㄗㄢˋ,zàn
09554,酇,ㄗㄢˋ,zàn
09555,瓚,ㄗㄢˋ,zàn
09556,讚,ㄗㄢˋ,zàn
09557,簪,(二)（又音）ㄗㄣ,(二)（又音）zēn
09558,怎,(一)ㄗㄣˇ,(一)zěn
09559,譖,ㄗㄣˋ,zèn
09560,牂,ㄗㄤ,zāng
09561,臧,ㄗㄤ,zāng
09562,贓,ㄗㄤ,zāng
09563,髒,(一)ㄗㄤ,(一)zāng
09564,臢,(一)ㄗㄤ,(一)zāng
09565,駔,(一)ㄗㄤˇ,(一)zǎng
09566,髒,(二)ㄗㄤˇ,(二)zǎng
09567,奘,(一)ㄗㄤˋ,(一)zàng
09568,葬,ㄗㄤˋ,zàng
09570,藏,(二)ㄗㄤˋ,(二)zàng
09571,臟,ㄗㄤˋ,zàng
09572,曾,(一)ㄗㄥ,(一)zēng
09573,憎,ㄗㄥ,zēng
09574,增,ㄗㄥ,zēng
09575,橧,ㄗㄥ,zēng
09576,罾,(一)ㄗㄥ,(一)zēng
09577,矰,ㄗㄥ,zēng
09578,繒,(一)ㄗㄥ,(一)zēng
09579,甑,ㄗㄥˋ,zèng
09580,罾,(二)ㄗㄥˋ,(二)zèng
09581,繒,(二)ㄗㄥˋ,(二)zèng
09582,贈,ㄗㄥˋ,zèng
09583,租,ㄗㄨ,zū
09584,蒩,ㄗㄨ,zū
09585,足,(一)ㄗㄨˊ,(一)zú
09586,哫,ㄗㄨˊ,zú
09587,卒,(一)ㄗㄨˊ,(一)zú
09588,捽,(一)（讀音）ㄗㄨˊ,(一)（讀音）zú
09589,崒,ㄗㄨˊ,zú
09590,踤,ㄗㄨˊ,zú
09591,族,ㄗㄨˊ,zú
09592,嗾,(二)（又音）ㄗㄨˊ,(二)（又音）zú
09593,鏃,(一)ㄗㄨˊ,(一)zú
09594,阻,ㄗㄨˇ,zǔ
09595,俎,ㄗㄨˇ,zǔ
09596,祖,ㄗㄨˇ,zǔ
09597,組,ㄗㄨˇ,zǔ
09598,詛,ㄗㄨˇ,zǔ
09599,駔,(二)ㄗㄨˋ,(二)zù
09600,作,(二)ㄗㄨㄛ,(二)zuō
09601,嘬,(二)（語音）ㄗㄨㄛ,(二)（語音）zuō
09602,作,(三)ㄗㄨㄛˊ,(三)zuó
09603,昨,ㄗㄨㄛˊ,zuó
09604,筰,ㄗㄨㄛˊ,zuó
09605,捽,(二)（語音）ㄗㄨㄛˊ,(二)（語音）zuó
09606,撮,(三)ㄗㄨㄛˊ,(三)zuó
09607,左,ㄗㄨㄛˇ,zuǒ
09608,佐,ㄗㄨㄛˇ,zuǒ
09609,撮,(四)ㄗㄨㄛˇ,(四)zuǒ
09610,作,(一)ㄗㄨㄛˋ,(一)zuò
09611,怍,ㄗㄨㄛˋ,zuò
09612,阼,ㄗㄨㄛˋ,zuò
09613,柞,(一)ㄗㄨㄛˋ,(一)zuò
09614,迮,(二)（又音）ㄗㄨㄛˋ,(二)（又音）zuò
09615,胙,ㄗㄨㄛˋ,zuò
09616,祚,ㄗㄨㄛˋ,zuò
09617,酢,(一)ㄗㄨㄛˋ,(一)zuò
09618,葄,ㄗㄨㄛˋ,zuò
09619,坐,ㄗㄨㄛˋ,zuò
09620,座,ㄗㄨㄛˋ,zuò
09621,做,ㄗㄨㄛˋ,zuò
09622,醋,(二)ㄗㄨㄛˋ,(二)zuò
09623,鑿,(一)（讀音）ㄗㄨㄛˋ,(一)（讀音）zuò
09624,脧,ㄗㄨㄟ,zuī
09625,羧,ㄗㄨㄟ,zuī
09626,觜,(二)ㄗㄨㄟˇ,(二)zuǐ
09627,嘴,ㄗㄨㄟˇ,zuǐ
09628,嶊,ㄗㄨㄟˇ,zuǐ
09629,冣,(二)ㄗㄨㄟˋ,(二)zuì
09630,最,ㄗㄨㄟˋ,zuì
09631,撮,(五)ㄗㄨㄟˋ,(五)zuì
09632,蕞,ㄗㄨㄟˋ,zuì
09633,晬,ㄗㄨㄟˋ,zuì
09634,醉,ㄗㄨㄟˋ,zuì
09635,罪,ㄗㄨㄟˋ,zuì
09636,檇,ㄗㄨㄟˋ,zuì
09637,蕝,(二)（又音）ㄗㄨㄟˋ,(二)（又音）zuì
09638,躦,ㄗㄨㄢ,zuān
09639,鑽,(一)ㄗㄨㄢ,(一)zuān
09640,篹,(三)ㄗㄨㄢˇ,(三)zuǎn
09641,纂,ㄗㄨㄢˇ,zuǎn
09642,纘,ㄗㄨㄢˇ,zuǎn
09643,鑽,(二)（又音）ㄗㄨㄢˇ,(二)（又音）zuǎn
09645,賺,(二)ㄗㄨㄢˋ,(二)zuàn
09646,攥,ㄗㄨㄢˋ,zuàn
09647,鑽,(三)ㄗㄨㄢˋ,(三)zuàn
09648,尊,ㄗㄨㄣ,zūn
09649,嶟,ㄗㄨㄣ,zūn
09650,遵,ㄗㄨㄣ,zūn
09651,樽,ㄗㄨㄣ,zūn
09652,繜,(一)ㄗㄨㄣ,(一)zūn
09653,鐏,ㄗㄨㄣ,zūn
09654,僔,ㄗㄨㄣˇ,zǔn
09655,撙,ㄗㄨㄣˇ,zǔn
09656,噂,ㄗㄨㄣˇ,zǔn
09657,繜,(二)ㄗㄨㄣˇ,(二)zǔn
09658,圳,(一)ㄗㄨㄣˋ,(一)zùn
09659,捘,ㄗㄨㄣˋ,zùn
09660,鱒,ㄗㄨㄣˋ,zùn
09661,宗,ㄗㄨㄥ,zōng
09662,倧,ㄗㄨㄥ,zōng
09663,棕,ㄗㄨㄥ,zōng
09664,鬃,ㄗㄨㄥ,zōng
09665,從,(四)ㄗㄨㄥ,(四)zōng
09666,嵷,ㄗㄨㄥ,zōng
09667,縱,(二)ㄗㄨㄥ,(二)zōng
09668,豵,ㄗㄨㄥ,zōng
09669,蹤,ㄗㄨㄥ,zōng
09670,惾,ㄗㄨㄥ,zōng
09671,鬷,ㄗㄨㄥ,zōng
09672,鬉,ㄗㄨㄥ,zōng
09673,騣,ㄗㄨㄥ,zōng
09674,緫,(一)ㄗㄨㄥ,(一)zōng
09675,傯,ㄗㄨㄥˇ,zǒng
09676,憁,ㄗㄨㄥˇ,zǒng
09677,摠,ㄗㄨㄥˇ,zǒng
09678,總,ㄗㄨㄥˇ,zǒng
09679,縱,(三)ㄗㄨㄥˇ,(三)zǒng
09680,從,(二)ㄗㄨㄥˋ,(二)zòng
09681,瘲,ㄗㄨㄥˋ,zòng
09682,縱,(一)ㄗㄨㄥˋ,(一)zòng
09683,粽,(一)ㄗㄨㄥˋ,(一)zòng
09684,綜,ㄗㄨㄥˋ,zòng
09685,呲,ㄘ,cī
09686,疵,(一)ㄘ,(一)cī
09687,跐,(三)ㄘ,(三)cī
09688,雌,(一)ㄘ,(一)cī
09689,骴,ㄘ,cī
09690,差,(五)ㄘ,(五)cī
09691,髊,(一)ㄘ,(一)cī
09692,恣,(三)ㄘ,(三)cī
09693,祠,ㄘˊ,cí
09694,詞,ㄘˊ,cí
09695,茨,ㄘˊ,cí
09696,瓷,ㄘˊ,cí
09697,餈,ㄘˊ,cí
09698,茈,(三)ㄘˊ,(三)cí
09699,疵,(二)（又音）ㄘˊ,(二)（又音）cí
09700,雌,(二)（又音）ㄘˊ,(二)（又音）cí
09702,慈,ㄘˊ,cí
09703,磁,ㄘˊ,cí
09704,鶿,ㄘˊ,cí
09705,辭,ㄘˊ,cí
09706,此,ㄘˇ,cǐ
09707,佌,ㄘˇ,cǐ
09708,泚,ㄘˇ,cǐ
09709,玼,ㄘˇ,cǐ
09710,跐,(一)ㄘˇ,(一)cǐ
09711,次,(一)ㄘˋ,(一)cì
09712,佽,ㄘˋ,cì
09713,朿,ㄘˋ,cì
09714,刺,ㄘˋ,cì
09715,莿,ㄘˋ,cì
09716,伺,(二)ㄘˋ,(二)cì
09717,廁,(一)ㄘˋ,(一)cì
09718,蛓,ㄘˋ,cì
09719,賜,(二)（語音）ㄘˋ,(二)（語音）cì
09720,搽,(二)（又音）ㄘㄚ,(二)（又音）cā
09721,擦,ㄘㄚ,cā
09722,礤,ㄘㄚˇ,cǎ
09723,囃,ㄘㄚˋ,cà
09724,冊,(一)ㄘㄜˋ,(一)cè
09725,畟,ㄘㄜˋ,cè
09726,側,(一)ㄘㄜˋ,(一)cè
09727,測,ㄘㄜˋ,cè
09728,廁,(二)ㄘㄜˋ,(二)cè
09729,惻,ㄘㄜˋ,cè
09730,策,ㄘㄜˋ,cè
09731,筴,ㄘㄜˋ,cè
09732,簎,ㄘㄜˋ,cè
09733,猜,ㄘㄞ,cāi
09734,才,ㄘㄞˊ,cái
09735,材,ㄘㄞˊ,cái
09736,財,ㄘㄞˊ,cái
09737,裁,ㄘㄞˊ,cái
09738,纔,ㄘㄞˊ,cái
09739,采,(一)ㄘㄞˇ,(一)cǎi
09740,寀,ㄘㄞˇ,cǎi
09741,採,ㄘㄞˇ,cǎi
09742,彩,ㄘㄞˇ,cǎi
09743,睬,ㄘㄞˇ,cǎi
09744,綵,ㄘㄞˇ,cǎi
09745,踩,ㄘㄞˇ,cǎi
09746,跴,ㄘㄞˇ,cǎi
09747,跐,(二)ㄘㄞˇ,(二)cǎi
09748,采,(二)ㄘㄞˋ,(二)cài
09749,菜,ㄘㄞˋ,cài
09750,蔡,(一)ㄘㄞˋ,(一)cài
09751,縩,ㄘㄞˋ,cài
09752,操,(一)ㄘㄠ,(一)cāo
09753,糙,(一)（語音）ㄘㄠ,(一)（語音）cāo
09754,曹,ㄘㄠˊ,cáo
09755,漕,(一)ㄘㄠˊ,(一)cáo
09756,嘈,ㄘㄠˊ,cáo
09757,槽,ㄘㄠˊ,cáo
09758,螬,ㄘㄠˊ,cáo
09759,艸,ㄘㄠˇ,cǎo
09760,草,ㄘㄠˇ,cǎo
09761,騲,ㄘㄠˇ,cǎo
09762,慅,(二)ㄘㄠˇ,(二)cǎo
09763,懆,ㄘㄠˇ,cǎo
09764,肏,ㄘㄠˋ,cào
09765,造,(二)ㄘㄠˋ,(二)cào
09766,慥,(二)（又音）ㄘㄠˋ,(二)（又音）cào
09767,糙,(二)（讀音）ㄘㄠˋ,(二)（讀音）cào
09768,操,(二)（又音）ㄘㄠˋ,(二)（又音）cào
09769,湊,ㄘㄡˋ,còu
09770,楱,ㄘㄡˋ,còu
09771,腠,ㄘㄡˋ,còu
09772,輳,ㄘㄡˋ,còu
09773,參,(一)ㄘㄢ,(一)cān
09774,驂,ㄘㄢ,cān
09775,餐,ㄘㄢ,cān
09776,帴,(二)ㄘㄢˊ,(二)cán
09777,殘,ㄘㄢˊ,cán
09778,慚,ㄘㄢˊ,cán
09779,蠶,ㄘㄢˊ,cán
09780,慘,ㄘㄢˇ,cǎn
09781,黲,ㄘㄢˇ,cǎn
09782,憯,ㄘㄢˇ,cǎn
09783,孱,(二)ㄘㄢˋ,(二)càn
09784,粲,ㄘㄢˋ,càn
09785,燦,ㄘㄢˋ,càn
09786,璨,ㄘㄢˋ,càn
09787,摻,(三)ㄘㄢˋ,(三)càn
09788,參,(三)ㄘㄣ,(三)cēn
09789,嵾,ㄘㄣ,cēn
09790,篸,(一)ㄘㄣ,(一)cēn
09791,岑,ㄘㄣˊ,cén
09792,涔,ㄘㄣˊ,cén
09793,倉,ㄘㄤ,cāng
09794,傖,(一)ㄘㄤ,(一)cāng
09795,滄,ㄘㄤ,cāng
09796,蒼,ㄘㄤ,cāng
09797,艙,ㄘㄤ,cāng
09798,鶬,ㄘㄤ,cāng
09799,藏,(一)ㄘㄤˊ,(一)cáng
09800,駔,(三)ㄘㄤˇ,(三)cǎng
09801,噌,(二)ㄘㄥ,(二)cēng
09802,曾,(二)ㄘㄥˊ,(二)céng
09803,鄫,ㄘㄥˊ,céng
09804,嶒,ㄘㄥˊ,céng
09805,層,ㄘㄥˊ,céng
09806,噌,(三)ㄘㄥˇ,(三)cěng
09807,蹭,ㄘㄥˋ,cèng
09808,粗,ㄘㄨ,cū
09809,觕,ㄘㄨ,cū
09810,麤,ㄘㄨ,cū
09811,徂,ㄘㄨˊ,cú
09812,殂,ㄘㄨˊ,cú
09813,卒,(二)ㄘㄨˋ,(二)cù
09814,猝,ㄘㄨˋ,cù
09815,促,ㄘㄨˋ,cù
09816,戚,(二)ㄘㄨˋ,(二)cù
09817,槭,ㄘㄨˋ,cù
09818,蹙,ㄘㄨˋ,cù
09819,顣,ㄘㄨˋ,cù
09820,酢,(二)ㄘㄨˋ,(二)cù
09821,憱,ㄘㄨˋ,cù
09822,蹴,ㄘㄨˋ,cù
09823,趣,(二)ㄘㄨˋ,(二)cù
09824,醋,(一)ㄘㄨˋ,(一)cù
09825,錯,(二)ㄘㄨˋ,(二)cù
09826,蔟,ㄘㄨˋ,cù
09827,瘯,ㄘㄨˋ,cù
09828,簇,ㄘㄨˋ,cù
09829,鏃,(二)（又音）ㄘㄨˋ,(二)（又音）cù
09830,數,(四)ㄘㄨˋ,(四)cù
09831,踧,ㄘㄨˋ,cù
09832,趨,(二)ㄘㄨˋ,(二)cù
09833,差,(六)ㄘㄨㄛ,(六)cuō
09834,搓,ㄘㄨㄛ,cuō
09835,瑳,(一)ㄘㄨㄛ,(一)cuō
09836,磋,ㄘㄨㄛ,cuō
09837,蹉,ㄘㄨㄛ,cuō
09838,髊,(二)ㄘㄨㄛ,(二)cuō
09839,莏,(二)（語音）ㄘㄨㄛ,(二)（語音）cuō
09840,颩,(三)ㄘㄨㄛ,(三)cuō
09841,撮,(一)ㄘㄨㄛ,(一)cuō
09842,遳,ㄘㄨㄛ,cuō
09843,痤,ㄘㄨㄛˊ,cuó
09844,矬,ㄘㄨㄛˊ,cuó
09845,嵯,ㄘㄨㄛˊ,cuó
09846,瘥,(二)ㄘㄨㄛˊ,(二)cuó
09847,鹺,ㄘㄨㄛˊ,cuó
09848,脞,ㄘㄨㄛˇ,cuǒ
09849,瑳,(二)（又音）ㄘㄨㄛˇ,(二)（又音）cuǒ
09850,昔,(二)ㄘㄨㄛˋ,(二)cuò
09851,剒,ㄘㄨㄛˋ,cuò
09852,厝,ㄘㄨㄛˋ,cuò
09853,措,ㄘㄨㄛˋ,cuò
09854,錯,(一)ㄘㄨㄛˋ,(一)cuò
09855,剉,ㄘㄨㄛˋ,cuò
09856,挫,ㄘㄨㄛˋ,cuò
09857,莝,ㄘㄨㄛˋ,cuò
09858,蓌,ㄘㄨㄛˋ,cuò
09859,銼,ㄘㄨㄛˋ,cuò
09860,撮,(二)（又音）ㄘㄨㄛˋ,(二)（又音）cuò
09861,夊,(二)（又音）ㄘㄨㄟ,(二)（又音）cuī
09862,衰,(二)ㄘㄨㄟ,(二)cuī
